"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","175","Create operation","tests","Mon Oct 06 09:49:11 GMT 2025","passed","Mon Oct 06 09:49:11 GMT 2025","TestOperations","test_operations","",""
"","102","Delete operation","tests","Mon Oct 06 09:49:12 GMT 2025","passed","Mon Oct 06 09:49:12 GMT 2025","TestOperations","test_operations","",""
"","55","Get operation","tests","Mon Oct 06 09:49:11 GMT 2025","passed","Mon Oct 06 09:49:11 GMT 2025","TestOperations","test_operations","",""
"","65","Update operation","tests","Mon Oct 06 09:49:12 GMT 2025","passed","Mon Oct 06 09:49:12 GMT 2025","TestOperations","test_operations","",""
"","296","Get operations","tests","Mon Oct 06 09:49:11 GMT 2025","passed","Mon Oct 06 09:49:11 GMT 2025","TestOperations","test_operations","",""
