"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","59","Update operation","tests","Mon Oct 13 22:08:31 GMT 2025","passed","Mon Oct 13 22:08:31 GMT 2025","TestOperations","test_operations","",""
"","92","Create operation","tests","Mon Oct 13 22:08:31 GMT 2025","passed","Mon Oct 13 22:08:31 GMT 2025","TestOperations","test_operations","",""
"","231","Get list of operations","tests","Mon Oct 13 22:08:31 GMT 2025","skipped","Mon Oct 13 22:08:31 GMT 2025","TestOperations","test_operations","",""
"","95","Delete operation","tests","Mon Oct 13 22:08:32 GMT 2025","passed","Mon Oct 13 22:08:32 GMT 2025","TestOperations","test_operations","",""
"","54","Get operation by id","tests","Mon Oct 13 22:08:31 GMT 2025","passed","Mon Oct 13 22:08:31 GMT 2025","TestOperations","test_operations","",""
