"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","53","Delete operation","tests","Fri Oct 10 09:05:01 GMT 2025","passed","Fri Oct 10 09:05:01 GMT 2025","TestOperations","test_operations","",""
"","70","Get operation by id","tests","Fri Oct 10 09:05:01 GMT 2025","passed","Fri Oct 10 09:05:01 GMT 2025","TestOperations","test_operations","",""
"","266","Get list of operations","tests","Fri Oct 10 09:05:00 GMT 2025","skipped","Fri Oct 10 09:05:01 GMT 2025","TestOperations","test_operations","",""
"","45","Update operation","tests","Fri Oct 10 09:05:01 GMT 2025","passed","Fri Oct 10 09:05:01 GMT 2025","TestOperations","test_operations","",""
"","70","Create operation","tests","Fri Oct 10 09:05:01 GMT 2025","passed","Fri Oct 10 09:05:01 GMT 2025","TestOperations","test_operations","",""
